key_0,main_image,product_title,seller_name,price_final,price_original,discount_percent,brand,model,RAM,ROM,OS,screen_size,warranty,battery_capacity
181,https://img.lazcdn.com/g/p/0bcdfbf785cea87ae8ed481d946d566c.jpg_720x720q80.jpg_.webp,"[Chính hãng] Điện thoại 0pp0_FFind_X8 Pr0 (12GB/256GB) - Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",Minh Trang Shop99,1500000,-1,-1,oppo,FFind_X8 Pr0,16,512,Android 15,6.78,12,5910
182,https://img.lazcdn.com/g/p/09690e5a3d594637b503730822509ecc.jpg_720x720q80.jpg_.webp,"Điện thoại Ss M51 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, VÂN TAY OK",Quốc Bảo Store86,490000,1400000,65,-1,-1,-1,-1,,-1.0,-1,-1
183,https://img.lazcdn.com/g/p/2237a5e7ea3ad89b0bf735514542bc23.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm mi Mi 15 Utra Cấu hình mạnh, cày game nặng siêu mượt (16+512GB) | Màn hình 6.73 bảo hành 12 tháng",Minh Trang Shop99,1600000,-1,-1,xiaomi,Mi 15 Ultra,16,512,Xiaomi HyperOS,6.73,12,5410
184,https://img.lazcdn.com/g/p/0853ab5c4086c673c644c09fb709e45f.jpg_720x720q80.jpg_.webp,Hộp thoại IDF 100 đôi đầy đủ đế gắn và phiến,Vật Tư Viễn Thông FiberTel,453000,-1,-1,-1,IDF 100,-1,-1,-1,-1,-1,-1
185,https://img.lazcdn.com/g/ff/kf/S065a8db37d704085ac2e393727a13fc1C.jpg_720x720q80.jpg_.webp,"Điện thoại cũ ss J2 prime ram 1,5Gb có 4G",Minh Quân Mobile 1604193704,309000,-1,-1,samsung,Galaxy J2 Prime,1,-1,-1,-1.0,-1,-1
186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,https://img.lazcdn.com/g/p/d18de2b244aed222a8d2670fdbd1248f.jpg_720x720q80.jpg_.webp,Kính Camera Infinix Zero 40 5G,cameramen,250000,-1,-1,-1,-1,-1,-1,-1,6.72,12,5000
188,https://img.lazcdn.com/g/p/0d5701acf11a985233e8a97782ca1d35.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ z f0ld 5 (12GB/256GB)-Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",Thành Đạt Mobile88,1600000,3200000,50,samsung,Galaxy Z Fold 5,12,256,Android 13,7.6,12,4400
190,https://img.lazcdn.com/g/p/27d2b01361eea31f81f5c5a3210e90cb.jpg_720x720q80.jpg_.webp,[QUÀ TẶNG KHÔNG BÁN] Củ sạc Samsung Charger 45W type C,SAMSUNG Flagship Store,890000,-1,-1,samsung,-1,-1,-1,-1,-1,-1,-1
191,https://img.lazcdn.com/g/p/0ae58627d8a42f5390b5278cd0d5a660.jpg_720x720q80.jpg_.webp,"Điện thoại Redmi_n0te 13pr Ram 8GB/128GB pin 5000 mAh máy chính hãng, bảo hành 12 tháng",Bảo Ngọc Mobi,840000,1200000,30,xiaomi,Redmi_n0te 13pr,8,128,Android 13,6.67,12,5000
193,https://img.lazcdn.com/g/p/a254e8c1c4db9d911c883a740dcc418f.jpg_720x720q80.jpg_.webp,"Điện thoại chắc chắn unihertz Tank 3 (pin  23800mAh,sạc nhanh  120W, Ram 32GB(16+16),rom  512GB, ,5G , Android 13)",Tuấn Nguyễn Mobile 88,1459000,2918000,50,-1,Tank 3,32,512,Android 13,-1,-1,23800
194,https://img.lazcdn.com/g/p/b5c5ca57520346dd0b7d82a3b8443deb.jpg_720x720q80.jpg_.webp,Samsung Galaxy S24 Ultra 12GB/512GB Chính hãng,SamCenter Store,24200000,37490000,35,samsung,Galaxy S24 Ultra,12,512,Android 14,6.8,12,5000
196,https://img.lazcdn.com/g/p/1d3dc590396f33e0b4fe9062d507d14f.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ A55 5G 128GB-Chính hãng newseal 100%, Bảo hành chính hãng 12 tháng.",Nguyễn Vĩ Mobile,1100000,2200000,50,-1,A55 5G,8,128,Android 14,6.6,12,5000
197,https://img.lazcdn.com/g/p/5902f9c37479817cea7fcb870f00bb93.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ A72 5G (8GB/256GB) hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng trên toàn quốc",Duy Chiến Mobile,695000,1390000,50,samsung,A72 5G,8 GB,256 GB,"Android 11, One UI 3.0",6.7,12,4500
199,https://img.lazcdn.com/g/ff/kf/S2d32b4c7e31d4b449ace24fc5f0c8b3aw.png_720x720q80.png_.webp,6840 iC 11Series,TônMobile,60000,-1,-1,-1,-1,-1,-1,-1,-1.00,-1,-1
200,https://img.lazcdn.com/g/p/571dbad61eadbc805402dd08627605c3.jpg_720x720q80.jpg_.webp,điện thoại SS J3 Pro ram 2G bộ nhớ 16G bản 2 sim zin đẹp,Nguyên Lê Store,511338,1080000,53,samsung,J3 Pro,2,16,Android 7.0 (Nougat),5.0,-1,2400
202,https://img.lazcdn.com/g/p/1d3dc590396f33e0b4fe9062d507d14f.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ A55 5G (8Gb/128GB)-hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng.trên toàn quốc",Bình Minh Mobile 88,1100000,2200000,50,-1,SS_ A55 5G,8,128,Android 14,6.6,12,5000
203,https://img.lazcdn.com/g/p/f362b10611a828bb8fb3eaca10cc8a32.jpg_720x720q80.jpg_.webp,"Điện thoại Unihertz Tank 3 Pro (máy chiếu 100 lumens, 120Hz, RAM 32GB/36GB, ROM 512GB,Pin 23800mAh, sạc nhanh 120W)",Ngọc Kem Store,1056300,1509000,30,-1,Tank 3 Pro,36,512,-1,-1,-1,23800
205,https://img.lazcdn.com/g/p/2f2a16e8abbccc486111fd51dd8eb178.jpg_720x720q80.jpg_.webp,Điện thoại Giá rẻ phổ thông S22 Ultra Màn hình FullHD Android Máy ảnh HD Cuộc gọi Chơi trò chơi Xem TV,Quốc Anh Mobile,829000,1658000,50,samsung,S22 Ultra,-1,-1,Android,-1,-1,-1
206,https://img.lazcdn.com/g/ff/kf/S2a6ba43206c448299cf6ce01dd609f99W.jpg_720x720q80.jpg_.webp,Kính Ép / Kính Màn Hình One Plus Nord CE 2 5G,cameramen,50000,-1,-1,oneplus,Nord CE 2 5G,-1,-1,-1,-1,-1,-1
207,https://img.lazcdn.com/g/ff/kf/See9fc6dee12b4d8fac88287c33efa7a3x.jpg_720x720q80.jpg_.webp,SAMSUNG A30 RAM 4GB/64GB Máy đẹp dùng mượt,Điện Thoại 2T,810000,1250000,35,samsung,A30,4,64,-1,-1,-1,-1
208,https://img.lazcdn.com/g/ff/kf/S70ef94e762304b38acafdace0a09f2b4A.jpg_720x720q80.jpg_.webp,điện thoại Oppo a3s zin đã qua sử dụng,H'MONG 4S CHÍNH HÃNG,999000,-1,-1,oppo,A3s,-1,-1,-1,-1.0,-1,-1
209,https://img.lazcdn.com/g/ff/kf/S112a926a098841ebb20a067e3a9733eao.png_720x720q80.png_.webp,"Camera chính Oppo reno 8 _4G sắc nét, giá mềm",Lk DuyKhoa,160000,-1,-1,oppo,-1,-1,-1,-1,-1,-1,-1
210,https://img.lazcdn.com/g/p/9fa8e3c283eaa99c8132adccfe44f863.jpg_720x720q80.jpg_.webp,"Điện thoại siêu bền Oukitel WP36(loa to Âm thanh 8D Triple-Cam,Pin 10600mAh,Ram16GB(8+8),Rom128GB,CPU MediaTek 8788)",Tuấn Nguyễn Mobile 88,1309000,2618000,50,oukitel,WP36,16,128,-1,-1,-1,10600
211,https://img.lazcdn.com/g/p/09690e5a3d594637b503730822509ecc.jpg_720x720q80.jpg_.webp,"Điện thoại Ss M51 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, VÂN TAY OK",Nguyễn Vĩ Mobile,700000,1400000,50,samsung,S M51,6,128,Android 10,6.7,-1,7000
212,https://img.lazcdn.com/g/p/0e0031d36b846bd5d6dadfac02c519ef.png_720x720q80.png_.webp,"Điện thoại siêu bền Unihertz tank 3s Điện thoại Máy chiếu(Máy chiếu DLP 100 Lumens,chống nước,chống va đập,Màn hình 6,79 inch, Ram 24Gb(12 +12) rom 256gb",Thành Đạt Mobile88,1409000,2818000,50,-1,tank 3s,24,256,Android 14.0,6.79,-1,15600
213,https://img.lazcdn.com/g/p/ba969a01259cabd4746c1dee00ad9605.jpg_720x720q80.jpg_.webp,"Điện thoại chắc chắn Oukitel Wp21 Ultra(camera nhiệt ,FLIR,chống nước,chống sốc,pin 9800mAh,Ram 12Gb,Rom 256Gb)",Tú Linh Mobile,1459000,2918000,50,oukitel,Wp21 Ultra,12,256,-1,-1,-1,9800
214,https://img.lazcdn.com/g/p/02839ccb79d6a14a63f250c25bc44469.jpg_720x720q80.jpg_.webp,Điện thoại Samsung J7pro và J7prime thanh lý. máy Ram 3G. Bộ nhớ 32G. đẹp 97%. BẢO HÀNH 06 THÁNG,Phụ Kiện Điện Thoại 9991,665000,-1,-1,samsung,J7pro,3,-1,-1,-1,-1,-1
215,https://img.lazcdn.com/g/p/007c3af28afea99fb048a87be68d07c9.jpg_720x720q80.jpg_.webp,"Điện thoại Redmi_n0te 12 Ram 8GB/128GB pin 5000 mAh Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",Minh Thành Mobile 88,805000,1610000,50,xiaomi,n0te 12,8,128,Android 13,-1,12,5000
216,https://img.lazcdn.com/g/p/9314a125f2aeb134d3027e5cc183d082.jpg_720x720q80.jpg_.webp,"Ốp điện thoại Suzume no Tojimari cho Samsung, Iphone, Xiaomi, Vsmart, Iphone, Oppo, Huawei, Vivo..",The Runaway Shirts,121660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,https://img.lazcdn.com/g/p/46adb94ff5bb2bb07e7386372409f852.jpg_720x720q80.jpg_.webp,"Điện thoạimi Mi 14 Utra Cấu hình mạnh, cày game nặng siêu mượt (16+512GB) mới 100% hàng chính hãng bảo hành 12 tháng toàn quốc",Minh Trang Shop99,1400000,-1,-1,xiaomi,Mi 14 Ultra,16,512,Android 14,6.73,12,5000
218,https://img.lazcdn.com/g/p/01adc55c58fca80b4dc5db19ffbf4f8d.jpg_720x720q80.jpg_.webp,Điện thoại Samsung Galaxy J7 Prime Ram 3GB bộ nhớ 32GB chơi game liên quân freefire mượt,Shop điện thoại cũ giá rẻ Nam Định,2500000,-1,-1,samsung,Galaxy J7 Prime,3,32,-1,-1,-1,-1
219,https://img.lazcdn.com/g/ff/kf/S4ca0be60a5c943ecaa57f2ace0306cdaN.jpg_720x720q80.jpg_.webp,điện thoại Hỗ trợ kiểm tra hàng hóa dt gia rẻ Cấu hình mạnh đỉnh điện thoại màn hình to giá rẻ Chính Hãng New Arrival Hàng mới về đt giá rẻ chính hãng,inafc7e123,1030659,1944640,47,-1,-1,-1,-1,,-1,12,-1
220,https://img.lazcdn.com/g/ff/kf/S4d164a190abb4520aca759031abc0ee8B.jpg_720x720q80.jpg_.webp,"S23 Ultra Điện Thoại Di Động Chính Hãng Murah Màn Hình, Full HD 6.8Inch Bộ Nhớ 8+256GB Hai Thẻ Sim Camera HD Pin 6800mAh Điện Thoại Giá Rẻ",điện tử kỹ thuật số 3C,1174100,2230000,47,-1,S23 Ultra,8,256,-1,6.8,-1,6800
221,https://img.lazcdn.com/g/ff/kf/S584fcee09bb54e22832412386e9cecb4w.jpg_720x720q80.jpg_.webp,Điện thoại Samsung Galaxy S23 Ultra 5G - Hàng Chính Hãng - Mới 100% - Nguyên Seal,Tamanmobile,25599000,30990000,17,samsung,Galaxy S23 Ultra,-1,-1,"Android 13, One UI 5",6.8,12,5000
222,https://img.lazcdn.com/g/p/88036aff56da54e1dafcb8a56ec0f5bd.jpg_720x720q80.jpg_.webp,điện thoại 0PP0 Ren012 5G (12GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,Bảo Ngọc Mobi,950000,-1,-1,oppo,Ren012,12,512,Android 14,6.7,12,5000
223,https://img.lazcdn.com/g/p/6e1e3696a85a2b650580f645ba8f2fc7.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ z f0ld 5 256GB-Chính hãng mới 100%, Bảo hành chính hãng 12 tháng.",Tuấn Nguyễn Mobile 88,1600000,3200000,50,samsung,Galaxy Z Fold 5,12,256,"Android 13, One UI 5.1",7.6,12,4400
224,https://img.lazcdn.com/g/p/e78309226d73fec5f8c33fc0856f35be.jpg_720x720q80.jpg_.webp,"điện thoại 0PP0 Ren08pr0 5G (12GB/256GB) | Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",Minh Trang Shop99,905000,-1,-1,oppo,Ren08pr0,12,256,Android 12,6.7,12,4500
225,https://img.lazcdn.com/g/p/1b0394a734e7c3cd62a108860d99272b.jpg_720x720q80.jpg_.webp,"Điện thoại Ulefone Armor X13, (chống nước,chống va đập IP68/IP69K, Ram 12GB(6Gb+6Gb) ,Rom 64GB, Android 13)",Thu Hồng Mobile,929000,1858000,50,-1,Armor X13,12,64,Android 13,-1,-1,-1
226,https://img.lazcdn.com/g/ff/kf/Sd3eb636d6b714781a7aa8a2977993f7dP.jpg_720x720q80.jpg_.webp,ĐIỆN THOẠI OP-PO a3s 2 sim chính hãng màn hình tai thỏ đẹp zin mướt,MiNew-STORE,950000,-1,-1,oppo,A3s,-1,-1,-1,-1,-1,-1
227,https://img.lazcdn.com/g/p/01531f76658e2ea619a77d15146a8023.jpg_720x720q80.jpg_.webp,"[DUY NHẤT 9-10.7] Điện thoại Samsung Galaxy A56 5G, Màn Hình FHD 6.7”, Mặt lưng kính, AI-Best Face, Camera giảm nhiễu ảnh chụp đêm, Sạc 45W",SAMSUNG Flagship Store,9990000,-1,-1,samsung,Galaxy A56 5G,8,128,Android 15,6.7,-1,5000
228,https://img.lazcdn.com/g/p/6e1e3696a85a2b650580f645ba8f2fc7.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ z f0ld 5 256GB-Chính hãng mới 100%, Bảo hành chính hãng 12 tháng.",Tú Linh Mobile,1600000,3200000,50,samsung,Galaxy Z Fold 5,12,256,"Android 13, One UI 5.1",7.6,12,4400
229,https://img.lazcdn.com/g/p/2e3db16dc75b277df74c57c0515a4e6a.jpg_720x720q80.jpg_.webp,"Điện thoại Redmi_n0te 10pr0 Ram 8GB/128GB pin 5020 mAh máy chính hãng, bảo hành 12 tháng",Thanh Hậu Mobile,800000,1600000,50,xiaomi,n0te_10pr0,8,128,"Android 11, MIUI 12",6.66,12,5020
230,https://img.lazcdn.com/g/p/549fc3fa7ee835d11af459d03d8cbd37.jpg_720x720q80.jpg_.webp,"Điện thoại SS 22ut máy 2sim ram 12G/256G Chính Hãng, bảo hành 12 tháng",Tú Linh Mobile,1200000,2400000,50,samsung,22ut,12,256,"Android 12, One UI 4.1",6.8,12,5000
231,https://img.lazcdn.com/g/p/223ea7a8e13aefe37f5ea2555af60c7e.jpg_720x720q80.jpg_.webp,"[ Rẻ Vô Địch ] điện thoại Samsung Galaxy A7 (A750) 2sim ram 4G/64G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, -PNBS",BSNT.PN,999000,1299000,23,samsung,Galaxy A7 (A750),4,64,Android 8 (Oreo),6.0,-1,3300
232,https://img.lazcdn.com/g/ff/kf/S910735bb2155424c944d55cc7f3d3aa6W.jpg_720x720q80.jpg_.webp,"Điện thoại 2 SIM MẠNG 4G rẻ nhất XIAOMI 4C Chip Snap 808 bản 3/32G MÀN 5"" FULLHD",Dịch vụ Minh Tuấn,665850,690000,4,xiaomi,4C,3,32,Android 7.0,5,-1,3080
233,https://img.lazcdn.com/g/p/fbefde4939c40dcd7f1b7273717686d1.jpg_720x720q80.jpg_.webp,i15 Pro Max điện thoại thông minh 6.7 inch Màn hình HD 16G 1TB điện thoại rẻ cho học sinh 3G/4G/5G đt giá rẻ Hai SIM,Thanh Hoàng Mobile 88,1212000,2424000,50,-1,i15 Pro Max,16,1,-1,6.7,-1,-1
234,https://img.lazcdn.com/g/ff/kf/Sae24ff4f73324c9eb55ecfe092f5070eT.jpg_720x720q80.jpg_.webp,Điện Thoại Di Động giá rẻ S23 Ultra Chính Hãng Murah Màn Hình Full HD 7.3Inch Bộ Nhớ 3+32GB Hai Thẻ Sim Camera HD 32+64MP Pin 6800mAh chính hãng giá rẻ,điện tử kỹ thuật số 3C,1174700,2247800,48,samsung,Galaxy S23 Ultra,16,1024,Android 13,7.3,-1,-1
235,https://img.lazcdn.com/g/ff/kf/Sa31534c49ba14536b60200e3da1901a5y.jpg_720x720q80.jpg_.webp,Điện thoại Nokia C30,QIN Phone Store,1590000,-1,-1,nokia,C30,-1,-1,-1,-1,-1,-1
236,https://img.lazcdn.com/g/p/5902f9c37479817cea7fcb870f00bb93.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ A72 5G 128GB-Chính hãng newseal 100%, Bảo hành chính hãng 12 tháng.",Bảo Ngọc Mobi,820000,-1,-1,samsung,A72,8,256,Android 11,6.7,12,5000
237,https://img.lazcdn.com/g/p/9fa8e3c283eaa99c8132adccfe44f863.jpg_720x720q80.jpg_.webp,"Điện thoại siêu bền Oukitel WP36(loa to Âm thanh 8D Triple-Cam,Pin 10600mAh,Ram16GB(8+8),Rom128GB,CPU MediaTek 8788)",Tú Linh Mobile,1309000,2618000,50,oukitel,WP36,-1,128,-1,-1,-1,10600
238,https://img.lazcdn.com/g/p/4b8b8c7eb047933849c47c358b8d7984.png_720x720q80.png_.webp,[Mujiss] Memory RAM DDR3 8GB 4GB 1866MHz 1600MHz 1333MHz RAM máy tính để bàn Bộ nhớ 240 chân Dimm 1.35V /1.5V Dimm PC3-12800 14900 HyperX Fury ✫✬,ling4073312,610000,667000,9,-1,Fury,8,-1,-1,-1,-1,-1
239,https://img.lazcdn.com/g/p/9a922c48669018657fe392edef654846.jpg_720x720q80.jpg_.webp,S24 Ultra 5G 16GB+1TB Phiên bản gốc 7.3 inch Pin dung lượng lớn 7800mAh Giá rẻ Vận chuyển miễn phí,Quốc Anh Mobile,1111000,2222000,50,-1,S24 Ultra,16,1,-1,7.3,-1,7800
240,https://img.lazcdn.com/g/p/0eb5915a19ee13533e59b3be65bf46e3.jpg_720x720q80.jpg_.webp,"[DUY NHẤT 9-10.7] [SẠC 25W+TAI NGHE] [QUÀ QUẤN KÈM HÀNG] Điện thoại Samsung Galaxy A36 5G, Màn Hình FHD 6.7”, Mặt lưng kính, AI-My Filter, Chip Snapdragon 6 Gen 3, Sạc 45W",SAMSUNG Flagship Store,8289000,8290000,0,samsung,Galaxy A36 5G,-1,-128,Android 15,6.7,-1,5000
241,https://img.lazcdn.com/g/ff/kf/S94c380e8532a4efaa7351f78c9c30923P.jpg_720x720q80.jpg_.webp,Samsung M53,Ngọc smartphone,7290000,-1,-1,samsung,M53,-1,-1,-1,-1,-1,-1
242,https://img.lazcdn.com/g/ff/kf/S4e765be8f4204282a48315375bc23e0aP.jpg_720x720q80.jpg_.webp,Samsung Galaxy Z Flip4,Ngọc smartphone,14990000,-1,-1,samsung,Galaxy Z Flip4,-1,-1,-1,-1,-1,-1
243,https://img.lazcdn.com/g/ff/kf/S26b709d9f9d44c7da1123da6dea6b984I.jpg_720x720q80.jpg_.webp,Samsung A73,Ngọc smartphone,8990000,-1,-1,samsung,A73,-1,-1,-1,-1,-1,-1
244,https://img.lazcdn.com/g/p/5d75944756c32a7fad2b4640e8135ecb.jpg_720x720q80.jpg_.webp,"Điện thoại SS 24ut máy 2sim mới 100% ram 12G/512G Hàng Chính Hãng, bảo hành 12 tháng",Thành Đạt Mobile88,1550000,3100000,50,-1,-1,12,512,Android 14,6.8,12,5000
249,https://img.lazcdn.com/g/p/ab344f79b1c1a2f2eec197483ef796a0.jpg_720x720q80.jpg_.webp,"Điện thoại Redmi_n0te 14 pro plus Ram 12GB/512GB pin 5110 mAh máy chính hãng, bảo hành 12 tháng",Trường An Mobile,1400000,2800000,50,xiaomi,Redmi Note 14 pro plus,12,512,Android 14,6.67,12,5110
250,https://img.lazcdn.com/g/p/9271980f80d7345f4ad5e0585f5e899f.jpg_720x720q80.jpg_.webp,Mới Điện thoại di động S24 Ultra smartphone 6.8inch Full Screen 6+128GB giá rẻ cho học sinh Miễn phí vận chuyển COD,Quốc Anh Mobile,1111000,2222000,50,samsung,S24 Ultra,-1,128,-1,6.8,-1,-1
252,https://img.lazcdn.com/g/ff/kf/S9bfab743b1a54d2ab4e08a91d76e03a7W.jpg_720x720q80.jpg_.webp,Samsung A53,Ngọc smartphone,6999000,-1,-1,samsung,A53,-1,-1,-1,-1,-1,-1
253,https://img.lazcdn.com/g/p/dcab195e8762e8d11614fff0af838028.png_720x720q80.png_.webp,"Điện thoại chắc chắn Oukitel Wp21 Ultra(camera nhiệt ,FLIR,chống nước,chống sốc,pin 9800mAh,Ram 12Gb,Rom 256Gb)",Thành Đạt Mobile88,1425000,2850000,50,oukitel,Wp21 Ultra,12,256,Android 12,6.78,-1,9800
254,https://img.lazcdn.com/g/p/fabbf38ab74292c93beafc1e49d46394.jpg_720x720q80.jpg_.webp,Phiến Đấu Điện Thoại KRONE 10 Đôi Cao Cấp Bảo Hành 1 Đổi 1,Vật Tư Viễn Thông FiberTel,20000,-1,-1,-1,KRONE 10,-1,-1,,-1.0,12,-1
255,https://img.lazcdn.com/g/ff/kf/S4d164a190abb4520aca759031abc0ee8B.jpg_720x720q80.jpg_.webp,Giá Rẻ Học Sinh，S23 Ultra Điện Thoại Chính Hãng Giá Rẻ 7.3Inch Điện Thoại Di Động Bộ Nhớ Lớn 16+512GB Hai Thẻ Sim Camera 32+64MP Pin 6800mAh Chính Hãng Giá Rẻ,điện tử kỹ thuật số 3C,1287990,2557980,50,samsung,S23 Ultra,16,512,Android,7.3,-1,6800
256,https://img.lazcdn.com/g/p/dae617cc5c61978295cc388d702292c7.jpg_720x720q80.jpg_.webp,"[SALE- RẺ HỦY DIỆT ] Điện thoại 4G giá rẻ Samsung Galaxy A50s 2sim ram 4G/64G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, máy đủ màu ms47",MS.STORE47,1379000,-1,-1,samsung,Galaxy A50s,4,64,Android 9 (Pie),6.4,-1,4000
257,https://img.lazcdn.com/g/p/e9d1b1dd8250b189c7b501b4aef7415b.jpg_720x720q80.jpg_.webp,"Điện Thoại 5G 2024 - S24 Ultra 7.3"" 16GB/1TB | Pin Khủng + 2 SIM - Ưu Đãi Cho HSSV",Quốc Anh Mobile,1111000,2222000,50,samsung,Galaxy S24 Ultra,16,1,-1,-1.0,-1,-1
258,https://img.lazcdn.com/g/p/724767a6ee1a8450f63d74b616647f8d.jpg_720x720q80.jpg_.webp,"Điện thoại SS A32 máy 2sim ram 6G/128G Chính Hãng, VÂN TAY OK",Thanh Hậu Mobile,800000,1600000,50,samsung,A32,6,128,Android 11,6.4,-1,5000
260,https://img.lazcdn.com/g/ff/kf/S75208029034b4ea6bfec1b04f4d0ebf0N.jpg_720x720q80.jpg_.webp,Samsung s21 5G,Ngọc smartphone,9900000,-1,-1,samsung,-1,-1,-1,-1,-1,-1,-1
261,https://img.lazcdn.com/g/p/28bcd5b0fedd6364f660f0ca0281250c.jpg_720x720q80.jpg_.webp,"Unihertz tank 2 Pro (pin 23800 mAh,Ram 24GB(12+12),Rom 512GB,máy chiếu 2.4K, Android 14,camera 100MP, NFC, cốc sạt 120W)",Tuấn Nguyễn Mobile 88,1409000,2818000,50,-1,tank 2 Pro,24,512,Android 14,-1,-1,23800
262,https://img.lazcdn.com/g/p/01246b2d75adcbbe670496142f3a08b8.jpg_720x720q80.jpg_.webp,Sim vietnammobile giá rẻ hết hạn đăng kí,Tổng Kho Hoài Thu,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
263,https://img.lazcdn.com/g/p/0d5701acf11a985233e8a97782ca1d35.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ z f0ld 5 (12GB/256GB)-Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",Bình Minh Mobile 88,1600000,3200000,50,samsung,Galaxy Z Fold 5,12,256,Android 13,7.6,12,4400
264,https://img.lazcdn.com/g/p/e1b036f4d90d6246add04aa67b41a053.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm mi Mi 15 Utra Cấu hình mạnh, cày game nặng siêu mượt (16+512GB) | Màn hình 6.73 bảo hành 12 tháng",Bình Minh Mobile 88,1600000,3200000,50,xiaomi,Mi 15 Ultra,16,512,Xiaomi HyperOS 2,6.73,12,5410
265,https://img.lazcdn.com/g/p/9f835d69f93686865c300f4454c09bd8.jpg_720x720q80.jpg_.webp,điện thoại Samsunq J3 Pro ram 2G bộ nhớ 16G bản 2 sim,BATTU SHOP,511119,1080000,53,-1,J3 Pro,2,16,,-1,12,-1
266,https://img.lazcdn.com/g/p/abfd91b193e370cbfc843426ebd359fe.jpg_720x720q80.jpg_.webp,"Điện thoại 4G giá rẻ Samsung Galaxy A51 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, BSNTPN",BSNT.PN,229000,-1,-1,samsung,Galaxy A51,6,128,Android 10,6.5,-1,4000
267,https://img.lazcdn.com/g/p/38f07b1e505a3d9793b012bf94db1cb9.jpg_720x720q80.jpg_.webp,i16 Pro Max 512G điện thoại thông minh 6.8inch Màn hình HD đt ghi âm điện thoại rẻ cho học sinh 3G/4G/5G giá rẻ SIM kép,Thanh Hoàng Mobile 88,1398000,2796000,50,-1,-1,-1,512,-1,6.8,-1,-1
268,https://img.lazcdn.com/g/p/e170e944b99f815e25255d8df549d265.jpg_720x720q80.jpg_.webp,"Điện thoại SS 23ut máy 2sim ram 12G/512G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",Thuỳ Liên Mobile,1100000,-1,-1,-1,-1,-1,-1,Android 13,6.8,12,5000
269,https://img.lazcdn.com/g/p/cd1cfeaecfd1f9d165fd99254e57e3b3.jpg_720x720q80.jpg_.webp,điện thoại Samsunq J5 Prime ram 2G bộ nhớ 16G sài siêu bền,BATTU SHOP,471419,1080000,56,samsung,J5 Prime,2,16,-1,-1,12,-1
270,https://img.lazcdn.com/g/p/f76a01f1fcc8604a703c5fe313be751a.jpg_720x720q80.jpg_.webp,"Điện thoại Red.mi Note 11 pro 2sim ram 8G/128G, Cấu hình mạnh, cày game nặng siêu mượt, VÂN TAY OK",Quốc Bảo Store86,560000,1600000,65,xiaomi,Note 11 Pro,8,128,"Android 11, MIUI 12.5",6.67,-1,5000
271,https://img.lazcdn.com/g/ff/kf/S0abe67ec55034f28a51f400c6bae3b4bm.jpg_720x720q80.jpg_.webp,Điện thoại joy3 pin 5000 máy zin vỏ cũ,DẾ CỔ NGUYỄN VINH,955350,1200000,20,-1,joy3,-1,-1,-1,-1,-1,5000
272,https://img.lazcdn.com/g/ff/kf/S26376c828feb4493b883891e2fd56a71v.jpg_720x720q80.jpg_.webp,Điện thoại di động S23 ultra Điện thoại phổ thông CPU Siêu điện thoại giá rẻ Mạng 4G điện thoại giá siêu rẻ Android điện thoại rẻ cho học sinh,Asro8g161,1275295,2361657,46,-1,S23 ultra,-1,-1,-1,-1,-1,-1
